,area,location,point,lat,long,z
27436,"C5 Libis SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27439,"MIA Domestic Intersection, Philippines",,,,,
27440,"C5 Lanuza SB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
27441,"Katipunan CP Garcia SB, Philippines","Unit 2 TBI, U.P. Ayala Technology Park C.P. Garcia, corner Katipunan Ave, Diliman, Quezon City, 1101 Metro Manila, Philippines","(14.6477889, 121.0732612, 0.0)",14.6477889,121.0732612,0.0
27442,"Commonwealth Philcoa WB, Philippines","G/F DBP Bldg., Commonwealth Ave., Diliman,, Diliman, Quezon City, Metro Manila, Philippines","(14.654577, 121.053247, 0.0)",14.654577,121.053247,0.0
27443,"EDSA Reliance NB, Philippines","EDSA cor. Reliance St., Brgy, Mandaluyong, Metro Manila, Philippines","(14.5767528, 121.0517717, 0.0)",14.5767528,121.0517717,0.0
27445,"EDSA Aurora SB, Philippines","EDSA Aurora Blvd Tunnel, 655 Epifanio de los Santos Ave, Cubao, Quezon City, 1111 Metro Manila, Philippines","(14.6215316, 121.0501176, 0.0)",14.6215316,121.0501176,0.0
27446,"C5 Lanuza NB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
27447,"Roxas US Embassy NB, Philippines",,,,,
27449,"EDSA Shaw Blvd Intersection SB, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
27450,"EDSA Connecticut SB, Philippines","Ground Floor, The Medical City, Waltermart North Edsa, Epifanio Delos Santos Avenue, Veterans Village, Muñoz, Project 7, Quezon City, 1105 Metro Manila, Philippines","(14.6562036, 121.0214654, 0.0)",14.6562036,121.0214654,0.0
27451,"EDSA NB, P. Tuazon Tunnel, Philippines","EDSA cor, P. Tuazon Blvd, Cubao, Lungsod Quezon, 1109 Kalakhang Maynila, Philippines","(14.6161275, 121.0522983, 0.0)",14.6161275,121.0522983,0.0
27452,"C5, Mckinley SB , Philippines","5th & 8th Floors Science Hub Tower 2 Campus Ave, McKinley Hill Dr, Taguig, 1634 Metro Manila, Philippines","(14.5318439, 121.0518011, 0.0)",14.5318439,121.0518011,0.0
27454,"C5 Lanuza Intersection NB , Philippines","C-5 & Lanuza Ave, Pasig, Metro Manila, Philippines","(14.5776676, 121.0733921, 0.0)",14.5776676,121.0733921,0.0
27455,"EDSA Pioneer NB , Philippines","Pioneer St. cor EDSA, Mandaluyong, 1554 Metro Manila, Philippines","(14.5725722, 121.0483433, 0.0)",14.5725722,121.0483433,0.0
27457,"EDSA NB, Reliance, Philippines","EDSA cor. Reliance St., Brgy, Mandaluyong, Metro Manila, Philippines","(14.5767528, 121.0517717, 0.0)",14.5767528,121.0517717,0.0
27458,"C5, After Bagong ilog Flyover NB, Philippines","C-5, Pasig, Metro Manila, Philippines","(14.5643396, 121.0696684, 0.0)",14.5643396,121.0696684,0.0
27459,"EDSA Pioneer NB, Philippines","Pioneer St. cor EDSA, Mandaluyong, 1554 Metro Manila, Philippines","(14.5725722, 121.0483433, 0.0)",14.5725722,121.0483433,0.0
27461,"EDSA P.Tuazon before intersection SB, Philippines","Camp Panopio, P. Tuazon Blvd Corner EDSA, Cubao, Quezon City, 1111 Metro Manila, Philippines","(14.616271, 121.051757, 0.0)",14.616271,121.051757,0.0
27462,"Mindanao Congressional intersection, Philippines","Mindanao Avenue & Congressional Ave, Project 8, Quezon City, Metro Manila, Philippines","(14.6678938, 121.0338618, 0.0)",14.6678938,121.0338618,0.0
27464,"EDSA Connecticut SB, Philippines","Ground Floor, The Medical City, Waltermart North Edsa, Epifanio Delos Santos Avenue, Veterans Village, Muñoz, Project 7, Quezon City, 1105 Metro Manila, Philippines","(14.6562036, 121.0214654, 0.0)",14.6562036,121.0214654,0.0
27467,"EDSA Santolan NB, Philippines","Mayaman, Diliman, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.6464689, 121.0521788, 0.0)",14.6464689,121.0521788,0.0
27468,"Katipunan C.P. Garcia SB, Philippines","Unit 2 TBI, U.P. Ayala Technology Park C.P. Garcia, corner Katipunan Ave, Diliman, Quezon City, 1101 Metro Manila, Philippines","(14.6477889, 121.0732612, 0.0)",14.6477889,121.0732612,0.0
27470,"EDSA Quezon Ave. NB, Philippines","Quezon Avenue, 1103 Epifanio de los Santos Ave, Diliman, Quezon City, Metro Manila, Philippines","(14.6427595, 121.0385078, 0.0)",14.6427595,121.0385078,0.0
27471,"EDSA Starmall SB, Philippines","Harvard, Mandaluyong, Metro Manila, Philippines","(14.5822941, 121.0529863, 0.0)",14.5822941,121.0529863,0.0
27472,"Ortigas Santolan EB, Philippines","Ortigas, Mandaluyong, Metro Manila, Philippines","(14.5878494, 121.0567228, 0.0)",14.5878494,121.0567228,0.0
27473,"EDSA Arayat SB, Philippines","#40 Raylor Bldg Edsa cor, P. A. Bernardo, Cubao, Quezon City, Metro Manila, Philippines","(14.6193761, 121.0506049, 0.0)",14.6193761,121.0506049,0.0
27474,"C5 Greenmeadows NB, Philippines","Green Meadows Ave, Pasig City, Manila, Metro Manila, Philippines","(14.5981138, 121.0750737, 0.0)",14.5981138,121.0750737,0.0
27476,"EDSA Royal NB, Philippines","Mayaman, Diliman, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.6464689, 121.0521788, 0.0)",14.6464689,121.0521788,0.0
27477,"EDSA Connecticut SB, Philippines","Ground Floor, The Medical City, Waltermart North Edsa, Epifanio Delos Santos Avenue, Veterans Village, Muñoz, Project 7, Quezon City, 1105 Metro Manila, Philippines","(14.6562036, 121.0214654, 0.0)",14.6562036,121.0214654,0.0
27478,"EDSA Kaingin SB, Philippines","Kaingin Road, Epifanio de los Santos Ave, Balintawak, Quezon City, Metro Manila, Philippines","(14.6573199, 121.0106323, 0.0)",14.6573199,121.0106323,0.0
27479,"Congressional Mindanao SB, Philippines","Mindanao Sanitarium Hospital, Andres Bonifacio Ave, Iligan City, Lanao del Norte, Philippines","(8.2413004, 124.2471039, 0.0)",8.2413004,124.2471039,0.0
27480,"Ortigas Connecticut WB, Philippines",,,,,
27481,"C5 Lanuza NB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
27482,"C5 Kalayaan SB, Philippines","144-A J.P. Rizal St, Makati, 1216 Metro Manila, Philippines","(14.5554718, 121.0648637, 0.0)",14.5554718,121.0648637,0.0
27483,"Commonwealth St Peter church WB, Philippines","46 Commonwealth Ave, Quezon City, Metro Manila, Philippines","(14.6814179, 121.0853145, 0.0)",14.6814179,121.0853145,0.0
27484,"C5 Lanuza NB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
27486,"C5 Ortigas SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27487,"C5 Ortigas NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27488,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
27489,"C5 Kalayaan WB, Philippines","26th Floor, One Global Place, 25th St, Taguig, 1634 Kalakhang Maynila, Philippines","(14.5483194, 121.0470468, 0.0)",14.5483194,121.0470468,0.0
27490,"EDSA Shaw Tunnel NB, Philippines","Mayaman, Diliman, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.6464689, 121.0521788, 0.0)",14.6464689,121.0521788,0.0
27491,"C5 Bagong iLog SB, Philippines","C-5, Pasig, Metro Manila, Philippines","(14.5643396, 121.0696684, 0.0)",14.5643396,121.0696684,0.0
27493,"C5 Kalayaan NB, Philippines","C-5 & Kalayaan Ave, Makati, Metro Manila, Philippines","(14.5564054, 121.0631174, 0.0)",14.5564054,121.0631174,0.0
27494,"EDSA Guadalupe NB , Philippines","2195 Epifanio de los Santos Ave, Makati, 1554 Metro Manila, Philippines","(14.5644828, 121.0451481, 0.0)",14.5644828,121.0451481,0.0
27496,"C5 Market Market NB, Philippines","McKinley Pkwy, Taguig, 1630 Metro Manila, Philippines","(14.5491314, 121.0558947, 0.0)",14.5491314,121.0558947,0.0
27497,"C5 Green Meadows NB, Philippines","Green Meadows Ave, Pasig City, Manila, Metro Manila, Philippines","(14.5981138, 121.0750737, 0.0)",14.5981138,121.0750737,0.0
27498,"EDSA Ayala tunnel NB, Philippines","Edsa-Ayala, Makati, Metro Manila, Philippines","(14.549372, 121.029081, 0.0)",14.549372,121.029081,0.0
27499,"EDSA Buendia NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
27500,"EDSA Guadalupe NB, Philippines","2195 Epifanio de los Santos Ave, Makati, 1554 Metro Manila, Philippines","(14.5644828, 121.0451481, 0.0)",14.5644828,121.0451481,0.0
27502,"Ortigas Ave. Connecticut EB, Philippines","Connecticut Corner Ortigas Avenue, San Juan, 1500 Metro Manila, Philippines","(14.599736, 121.048625, 0.0)",14.599736,121.048625,0.0
27503,"EDSA Aurora after intersection NB, Philippines",,,,,
27504,"C5 Kalayaan NB, Philippines","C-5 & Kalayaan Ave, Makati, Metro Manila, Philippines","(14.5564054, 121.0631174, 0.0)",14.5564054,121.0631174,0.0
27505,"Timog before EDSA intersection EB, Philippines","GMA International, 10F GMA Network Center, EDSA cor, Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6332902, 121.0438737, 0.0)",14.6332902,121.0438737,0.0
27506,"EDSA approaching Ortigas F/O NB, Philippines","EDSA, corner Ortigas Ave, Ortigas Center, Quezon City, 1100 Metro Manila, Philippines","(14.5925037, 121.0587244, 0.0)",14.5925037,121.0587244,0.0
27507,"Commonwealth Central WB, Philippines","26th Floor, One Global Place, 25th St, Taguig, 1634 Kalakhang Maynila, Philippines","(14.5483194, 121.0470468, 0.0)",14.5483194,121.0470468,0.0
27508,"EDSA McArthur NB, Philippines",,,,,
27509,"EDSA New York SB, Philippines",,,,,
27510,"Commonwealth TechnuHub UTS WB, Philippines","26th Floor, One Global Place, 25th St, Taguig, 1634 Kalakhang Maynila, Philippines","(14.5483194, 121.0470468, 0.0)",14.5483194,121.0470468,0.0
27511,"Commonwealth Market WB, Philippines","Commonwealth Ave, Commonwealth, Quezon City, 1121 Metro Manila, Philippines","(14.6951576, 121.0864464, 0.0)",14.6951576,121.0864464,0.0
27512,"Katipunan Ateneo NB, Philippines",,,,,
27513,"EDSA Balintawak SB, Philippines","1238 Epifanio de los Santos Ave, Balintawak, Quezon City, 1106 Metro Manila, Philippines","(14.65799, 121.013701, 0.0)",14.65799,121.013701,0.0
27514,"EDSA Q-Mart  NB, Philippines","121 Ermin Garcia Ave, Quezon City, 1102 Metro Manila, Philippines","(14.6279679, 121.0483563, 0.0)",14.6279679,121.0483563,0.0
27515,"EDSA Hiway 54 SB, Philippines","Highway 54, Epifanio de los Santos Ave, Mandaluyong, Metro Manila, Philippines","(14.5846647, 121.055278, 0.0)",14.5846647,121.055278,0.0
27517,"Bonifacio drive intersection, Philippines","PPA Bonifacio Drive South Harbor, Port Area 1018, Port Area, Manila, Metro Manila, Philippines","(14.586258, 120.973298, 0.0)",14.586258,120.973298,0.0
27518,"Quezon Ave Agham WB, Philippines","2nd Flr. Doctor's Clinic Quezon Avenue, cor Agham Rd, Diliman, Quezon City, 1101 Metro Manila, Philippines","(14.6476963, 121.0411248, 0.0)",14.6476963,121.0411248,0.0
27519,"Ortigas club Filipino WB , Philippines","26th Floor, One Global Place, 25th St, Taguig, 1634 Kalakhang Maynila, Philippines","(14.5483194, 121.0470468, 0.0)",14.5483194,121.0470468,0.0
27520,"EDSA Main Ave SB , Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
27523,"Commonwealth Philcoa WB , Philippines","G/F DBP Bldg., Commonwealth Ave., Diliman,, Diliman, Quezon City, Metro Manila, Philippines","(14.654577, 121.053247, 0.0)",14.654577,121.053247,0.0
27524,"C5 Mckinley NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27525,"Whiteplains Temple Drive NB, Philippines","Temple Dr, Quezon City, Metro Manila, Philippines","(14.5974589, 121.0700007, 0.0)",14.5974589,121.0700007,0.0
27527,"C5 Market Market SB, Philippines","McKinley Pkwy, Taguig, 1630 Metro Manila, Philippines","(14.5491314, 121.0558947, 0.0)",14.5491314,121.0558947,0.0
27529,"EDSA Estrella SB, Philippines","Epifanio de los Santos Avenue & Estrella, Makati, Metro Manila, Philippines","(14.5599457, 121.0406986, 0.0)",14.5599457,121.0406986,0.0
27543,"Commonwealth TechnoHub EB, Philippines",,,,,
27544,"EDSA Ortigas F/O NB, Philippines","Local 336-338 Edsa corner, Epifanio de los Santos Avenue, Shaw Boulevard, Ortigas Center, Mandaluyong, 1552 Metro Manila, Philippines","(14.5817664, 121.0548896, 0.0)",14.5817664,121.0548896,0.0
27545,"EDSA Shaw SB, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
27547,"Bonny Serrano 20th Ave. EB, Philippines","20th Ave & Col. Bonny Serrano Ave, Cubao, Quezon City, Metro Manila, Philippines","(14.6136042, 121.0663489, 0.0)",14.6136042,121.0663489,0.0
27548,"C5 Lanuza SB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
27549,"Commonwealth Central NB, Philippines",,,,,
27550,"EDSA Main Ave. SB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
27551,"EDSA after Santolan F/O SB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
27553,"EDSA Boni SB, Philippines","Edsa corner, Boni Ave, Mandaluyong City, Mandaluyong, 1550 Metro Manila, Philippines","(14.5724682, 121.0470239, 0.0)",14.5724682,121.0470239,0.0
27554,"C5 Greenmeadows NB, Philippines","Green Meadows Ave, Pasig City, Manila, Metro Manila, Philippines","(14.5981138, 121.0750737, 0.0)",14.5981138,121.0750737,0.0
27556,"Quezon Ave. Hitop EB, Philippines","36 Aurora Blvd, Project 4, Quezon City, 1109 Metro Manila, Philippines","(14.6276646, 121.0657809, 0.0)",14.6276646,121.0657809,0.0
27558,"EDSA Magallanes flyover SB, Philippines","Magallanes Station, Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.5420229, 121.0194852, 0.0)",14.5420229,121.0194852,0.0
27562,"EDSA Reliance NB., Philippines","EDSA cor. Reliance St., Brgy, Mandaluyong, Metro Manila, Philippines","(14.5767528, 121.0517717, 0.0)",14.5767528,121.0517717,0.0
27563,"C5 Kalayaan SB, Philippines","144-A J.P. Rizal St, Makati, 1216 Metro Manila, Philippines","(14.5554718, 121.0648637, 0.0)",14.5554718,121.0648637,0.0
27564,"C5 Lanuza NB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
27565,"C5, Katipunan Avenue UP Town SB, Philippines","UP Town Center, Katipunan Ave, Diliman, Quezon City, 1108 Metro Manila, Philippines","(14.649785, 121.0748241, 0.0)",14.649785,121.0748241,0.0
27566,"C5 Blueridge NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27567,"C5, Palar SB, Philippines","C-5, Palar Village, Makati, Metro Manila, Philippines","(14.549297, 121.025594, 0.0)",14.549297,121.025594,0.0
27568,"C5, Lanuza NB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
27570,"Ortigas POEA WB, Philippines","Ortigas Avenue, Blas F. Ople Building, corner Epifanio de los Santos Ave, Mandaluyong, Metro Manila, Philippines","(14.5930233, 121.0578696, 0.0)",14.5930233,121.0578696,0.0
27571,"EDSA Kalayaan NB, Philippines","Kalayaan Flyover, Metro Manila, Philippines","(14.5573124, 121.0395546, 0.0)",14.5573124,121.0395546,0.0
27572,"Commonwealth Winston EB, Philippines",,,,,
27575,"EDSA Main Ave SB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
27577,"EDSA Main Ave SB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
27578,"EDSA Guadix NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
27579,"C5 McKinley NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27581,"Ortigas ADB EB, Philippines","25 ADB Ave, Ortigas Center, Pasig, 1600 Metro Manila, Philippines","(14.5858469, 121.0601578, 0.0)",14.5858469,121.0601578,0.0
27582,"Mabini Bridge EB, Philippines","Mabini Bridge, Pasig River, Manila, Metro Manila, Philippines","(14.5960082, 121.0014188, 0.0)",14.5960082,121.0014188,0.0
27583,"EDSA Santolan flyover SB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
27584,"Quezon Ave Sct. Reyes EB, Philippines","Sct. Reyes St, Quezon City, Metro Manila, Philippines","(14.6312397, 121.0256941, 0.0)",14.6312397,121.0256941,0.0
27585,"EDSA Reliance SB, Philippines","EDSA cor. Reliance St., Brgy, Mandaluyong, Metro Manila, Philippines","(14.5767528, 121.0517717, 0.0)",14.5767528,121.0517717,0.0
27586,"Ortigas Emerald NB, Philippines","24 Emerald Ave, San Antonio, Pasig, 1605 Metro Manila, Philippines","(14.585, 121.0622222, 0.0)",14.585,121.0622222,0.0
27587,"C5 Blueridge SB, Philippines","Unit D, 213 Katipunan Ave, Project 4, Quezon City, 1109 Metro Manila, Philippines","(14.6193561, 121.0720492, 0.0)",14.6193561,121.0720492,0.0
27588,"EDSA Ortigas flyover NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
27589,"C5 Kalayaan SB, Philippines","144-A J.P. Rizal St, Makati, 1216 Metro Manila, Philippines","(14.5554718, 121.0648637, 0.0)",14.5554718,121.0648637,0.0
27590,"C5 CP Garcia Katipunan NB, Philippines","C-5 & C.P. Garcia Ave, Diliman, Quezon City, 1800 Metro Manila, Philippines","(14.6482894, 121.0743128, 0.0)",14.6482894,121.0743128,0.0
27592,"C5 J. Vargas intersection SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27594,"C5 J. Vargas NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27595,"Marcos Highway Burger King EB, Philippines","Marcos Highway B29 L1, 2-A, 3&4 Marcos Highway, corner Pambuli, St, Marikina, 1801 Metro Manila, Philippines","(14.620821, 121.1042813, 0.0)",14.620821,121.1042813,0.0
27597,"Ortigas ave. Emerald EB, Philippines","22 Emerald Ave, San Antonio, Pasig, Metro Manila, Philippines","(14.5855824, 121.0614136, 0.0)",14.5855824,121.0614136,0.0
27598,"Altura flyover EB, Philippines","3614 R-6, Santa Mesa, Manila, 1016 Metro Manila, Philippines","(14.6014324, 121.0108943, 0.0)",14.6014324,121.0108943,0.0
27600,"EDSA Pioneer NB, Philippines","Pioneer St. cor EDSA, Mandaluyong, 1554 Metro Manila, Philippines","(14.5725722, 121.0483433, 0.0)",14.5725722,121.0483433,0.0
27602,"C5 Tiendesitas SB, Philippines","C-5 Las Fiestas, Pasig, Metro Manila, Philippines","(14.5860655, 121.0779872, 0.0)",14.5860655,121.0779872,0.0
27603,"Aurora Katipunan F/O SB, Philippines","Loyola Heights, Quezon City, Metro Manila, Philippines","(14.6406248, 121.0765048, 0.0)",14.6406248,121.0765048,0.0
27604,"Commonwealth Doña Carmen EB, Philippines","2nd floor Shopking by Xentro Mall, Commonwealth Ave, corner Dona Carmen Ave, Quezon City, Metro Manila, Philippines","(14.7052187, 121.0825212, 0.0)",14.7052187,121.0825212,0.0
27606,"EDSA New York SB, Philippines",,,,,
27607,"EDSA before Aurora SB, Philippines","EDSA, R-3, Makati, Metro Manila, Philippines","(14.5413585, 121.0167914, 0.0)",14.5413585,121.0167914,0.0
27608,"EDSA Santolan MRT NB, Philippines","Santolan-Annapolis, Epifanio de los Santos Ave, Quezon City, Metro Manila, Philippines","(14.6078175, 121.0564144, 0.0)",14.6078175,121.0564144,0.0
27612,"EDSA Main ave. SB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
27614,"Marcos highway Evangelista WB, Philippines",,,,,
27615,"Katipunan Bonny Serrano EB, Philippines","Katipunan Ave, Quezon City, Metro Manila, Philippines","(14.6296419, 121.0741001, 0.0)",14.6296419,121.0741001,0.0
27616," Commonwealth, Luzon EB, Philippines","Matandang Balara, Quezon City, 1121 Metro Manila, Philippines","(14.6664972, 121.0710401, 0.0)",14.6664972,121.0710401,0.0
27617," C5, Bluevos SB, Philippines","Blue Vos, Makati, Metro Manila, Philippines","(14.5369689, 121.0588518, 0.0)",14.5369689,121.0588518,0.0
27618," Congressional Avenue Jupiter NB, Philippines","Congressional Ave, Project 8, Quezon City, Metro Manila, Philippines","(14.6662547, 121.0317824, 0.0)",14.6662547,121.0317824,0.0
27619," Commonwealth, Puregold Luzon WB, Philippines","Matandang Balara, Quezon City, 1121 Metro Manila, Philippines","(14.6664972, 121.0710401, 0.0)",14.6664972,121.0710401,0.0
27620,"Marcos highway Ayala Feliz EB, Philippines","Marikina-Infanta Hwy, Marikina, 1800 Metro Manila, Philippines","(14.6197227, 121.0933786, 0.0)",14.6197227,121.0933786,0.0
27621,"Katipunan Ateneo SB, Philippines",,,,,
27622,"EDSA Main Ave NB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
27623,"EDSA North Road SB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
27624,"C5 Ortigas Flyover NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27626," EDSA NB, Magallanes, Philippines","Magallanes Station, Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.5420229, 121.0194852, 0.0)",14.5420229,121.0194852,0.0
27627,"C5, Katipunan Avenue Miriam NB, Philippines","Quezon City, 1108 Metro Manila, Philippines","(14.6429498, 121.0775547, 0.0)",14.6429498,121.0775547,0.0
27628,"Commonwealth Avenue Sandigan WB, Philippines",,,,,
27629,"Commonwealth COA EB, Philippines",,,,,
27630,"EDSA Main Ave. SB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
27632,"Mindanao Ave. SB, Philippines","106 Mindanao Avenue, Novaliches, Quezon City, Metro Manila, Philippines","(14.6825978, 121.0323399, 0.0)",14.6825978,121.0323399,0.0
27633,"Commonwealth Feria EB, Philippines","Commonwealth Ave, Quezon City, Metro Manila, Philippines","(14.7064314, 121.0672109, 0.0)",14.7064314,121.0672109,0.0
27634,"Commonwealth Market WB, Philippines","Commonwealth Ave, Commonwealth, Quezon City, 1121 Metro Manila, Philippines","(14.6951576, 121.0864464, 0.0)",14.6951576,121.0864464,0.0
27635,"Ortigas Wilson EB, Philippines","Robinsons Cyberscape Gamma, Ruby Rd, Ortigas Center, Pasig, 1605 Metro Manila, Philippines","(14.5878567, 121.0607348, 0.0)",14.5878567,121.0607348,0.0
27637,"Quezon Ave. Sct. Chuatuco WB, Philippines","4 Sct. Chuatoco St, Quezon City, Metro Manila, Philippines","(14.6302459, 121.0166925, 0.0)",14.6302459,121.0166925,0.0
27639,"Commonwealth Riverside WB, Philippines",,,,,
27640,"EDSA Ortigas NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
27641,"EDSA Buendia UTS SB, Philippines","G/F SM Cyber Two Bldg., EDSA Buendia, Makati, 1226 Metro Manila, Philippines","(14.5561598, 121.0342554, 0.0)",14.5561598,121.0342554,0.0
27642,"Roxas Blvd. Quirino WB, Philippines","Roxas Blvd, Malate, Manila, 1004 Metro Manila, Philippines","(14.568052, 120.982999, 0.0)",14.568052,120.982999,0.0
27643,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
27644,"EDSA Ortigas MRT SB, Philippines","Ortigas, Mandaluyong, Metro Manila, Philippines","(14.5878494, 121.0567228, 0.0)",14.5878494,121.0567228,0.0
27647,"C5 Julia Vargas NB, Philippines","C-5 & Doña Julia Vargas Ave, Pasig, Metro Manila, Philippines","(14.5827086, 121.0769766, 0.0)",14.5827086,121.0769766,0.0
27648,"C5 Ortigas NB S.R , Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27649,"EDSA Santolan Flyover SB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
27650,"Ortigas Connecticut WB, Philippines",,,,,
27651,"C5 Ortigas SB Service Road, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27652,"C5 Katipunan Magsaysay NB, Philippines","C-5 & Katipunan Ave, Project 4, Quezon City, 1800 Metro Manila, Philippines","(14.61797, 121.0715627, 0.0)",14.61797,121.0715627,0.0
27653,"EDSA Ortigas after Intersection NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910506, 121.0598379, 0.0)",14.5910506,121.0598379,0.0
27654,"EDSA J. Vargas NB Service Road, Philippines","EDSA, corner Doña Julia Vargas Ave, Ortigas Center, Mandaluyong, 1555 Metro Manila, Philippines","(14.5846851, 121.0573023, 0.0)",14.5846851,121.0573023,0.0
